title,image_url,image_file,official_url_en,official_url_ko,official_url_zh,media_note
Daemon X Machina,"https://assets.nintendo.com/image/upload/c_fill,w_1200/q_auto:best/f_auto/dpr_2.0/store/software/switch/70010000018502/48da490f3b8e359af997c2aae5c1f2e49b4be7bc4ccb617cbbda31582224c6af",data/media_images/daemon_x_machina.jpg,https://www.nintendo.com/us/store/products/daemon-x-machina-switch/,https://www.nintendo.com/kr/software/switch/af6gb/,https://www.nintendo.com/hk/switch/daemonxmachina/,Official Nintendo og:image cached locally as 1200x675 | Regional links use verified official game/detail cards where available; no search-result fallback. | Exact regional game detail pages only; no search-result fallback.
Donkey Kong Bananza,https://images.ctfassets.net/o5v89n4kg6h4/70010000096812e4780925894311f08746ff65488e78ef/867be12b3837baca359965aa8557af2d/3a40edb8fc1354911e0907f1494b5678c2fa37acb8925967e638bd63d06e4580.jpg,data/media_images/donkey_kong_bananza.jpg,https://www.nintendo.com/us/store/products/donkey-kong-bananza-switch-2/,https://www.nintendo.com/kr/games/switch2/aaaca/index.html,https://www.nintendo.com/hk/games/switch2/aaaca/,Official Nintendo HK software listing image cached locally as 1200x675; HK detail page is used when no other regional page is verified.
Donkey Kong Country Returns HD,"https://assets.nintendo.com/image/upload/c_fill,w_1200/q_auto:best/f_auto/dpr_2.0/store/software/switch/70010000084604/50b3b71a75022699ab39d631df7a6b1571df102f96d5f10e6267cbecadfa4cd6",data/media_images/donkey_kong_country_returns_hd.jpg,https://www.nintendo.com/us/store/products/donkey-kong-country-returns-hd-switch/,https://www.nintendo.com/kr/switch/bdlwa/,https://www.nintendo.com/hk/switch/az89a/,Official Nintendo HK software listing image cached locally as 1200x675; HK detail page is used when no other regional page is verified.
Donkey Kong Country: Tropical Freeze,"https://assets.nintendo.com/image/upload/c_fill,w_1200/q_auto:best/f_auto/dpr_2.0/store/software/switch/70010000001339/d01cba67eb98fec32ac98027c07fa8d92dd52773565bfadc69f817c860e34b8a",data/media_images/donkey_kong_country_tropical_freeze.jpg,https://www.nintendo.com/us/store/products/donkey-kong-country-tropical-freeze-switch/,https://www.nintendo.com/kr/software/switch/detail/afwta/,,Official Nintendo og:image cached locally as 1200x675 | Regional links use verified official game/detail cards where available; no search-result fallback. | Exact regional game detail pages only; no search-result fallback.
Dragon Quest Builders,"https://assets.nintendo.com/image/upload/c_fill,w_1200/q_auto:best/f_auto/dpr_2.0/store/software/switch/70010000006801/0368e07ef261be9d1d8f9f53c1958e1c35b1244c009edd21c99383d2ab7f9d58",data/media_images/dragon_quest_builders.jpg,https://www.nintendo.com/us/store/products/dragon-quest-builders-switch/,,,User-provided horizontal image normalized locally as 1200x675 | Regional links use verified official game/detail cards where available; no search-result fallback. | Exact regional game detail pages only; no search-result fallback.
Dragon Quest XI S: Echoes of an Elusive Age - Definitive Edition,"https://assets.nintendo.com/image/upload/c_fill,w_1200/q_auto:best/f_auto/dpr_2.0/store/software/switch/70010000021451/f43df7d34be1b2a65c5cd1d14bd7c90737de956f06f2bb0a115a0cee5689481e",data/media_images/dragon_quest_xi_s_echoes_of_an_elusive_age_definitive_edition.jpg,https://www.nintendo.com/us/store/products/dragon-quest-xi-s-echoes-of-an-elusive-age-definitive-edition-switch/,https://www.nintendo.com/kr/software/switch/alc7b/,https://ec.nintendo.com/HK/zh/titles/70010000023127,Official Nintendo og:image cached locally as 1200x675 | Regional links use verified official game/detail cards where available; no search-result fallback. | Exact regional game detail pages only; no search-result fallback.
Everybody 1-2-Switch!,"https://assets.nintendo.com/image/upload/c_fill,w_1200/q_auto:best/f_auto/dpr_2.0/store/software/switch/70010000068159/de4985f3b03b7b50565be4b906ded22186f8365cc8c25bcbe1ed76882df39a17",data/media_images/everybody_1_2_switch.jpg,https://www.nintendo.com/us/store/products/everybody-1-2-switch-switch/,https://www.nintendo.com/kr/switch/argta/,https://www.nintendo.com.hk/switch/argta/,Official Nintendo HK software listing image cached locally as 1200x675; HK detail page is used when no other regional page is verified.
Fire Emblem Engage,"https://assets.nintendo.com/image/upload/c_fill,w_1200/q_auto:best/f_auto/dpr_2.0/store/software/switch/70010000058802/88b8db494399e659522af36331b7f588439bc4312af5c0ee57035c063651ab4a",data/media_images/fire_emblem_engage.jpg,https://www.nintendo.com/us/store/products/fire-emblem-engage-switch/,https://www.nintendo.com/kr/software/switch/ayfna/,https://www.nintendo.com/hk/switch/ayfna/,Official Nintendo HK software listing image cached locally as 1200x675; HK detail page is used when no other regional page is verified.
Fire Emblem Warriors,"https://assets.nintendo.com/image/upload/c_fill,w_1200/q_auto:best/f_auto/dpr_2.0/store/software/switch/70010000000600/579e11645c978f72253e4668b6ab2de2b618bc1bd8f19275ed4636312d07f069",data/media_images/fire_emblem_warriors.jpg,https://www.nintendo.com/us/store/products/fire-emblem-warriors-switch/,https://www.nintendo.com/kr/software/switch/detail/adxhb/,https://www.nintendo.com/hk/switch/fire_emblem_warriors/store/,Official Nintendo og:image cached locally as 1200x675 | Regional links use verified official game/detail cards where available; no search-result fallback. | Exact regional game detail pages only; no search-result fallback.
Fire Emblem: Three Houses,"https://assets.nintendo.com/image/upload/c_fill,w_1200/q_auto:best/f_auto/dpr_2.0/store/software/switch/70010000007606/c499fdc86779ca95e61daed1f94288a245d196360d278138e56d44097d1a3878",data/media_images/fire_emblem_three_houses.jpg,https://www.nintendo.com/us/store/products/fire-emblem-three-houses-switch/,https://www.nintendo.com/kr/software/switch/anvya/,https://www.nintendo.com/hk/switch/fire_emblem_three_houses/,Official Nintendo HK software listing image cached locally as 1200x675; HK detail page is used when no other regional page is verified.
Flip Wars,"https://assets.nintendo.com/image/upload/c_fill,w_1200/q_auto:best/f_auto/dpr_2.0/store/software/switch/70010000000705/f4fdbdcb2256942cc6efd4addd5a72eca5455d3d2c789b351287e10a284024bd",data/media_images/flip_wars.jpg,https://www.nintendo.com/us/store/products/flip-wars-switch/,,,Official Nintendo og:image cached locally as 1200x675 | Regional links use verified official game/detail cards where available; no search-result fallback. | Exact regional game detail pages only; no search-result fallback.
Go Vacation,"https://assets.nintendo.com/image/upload/c_fill,w_1200/q_auto:best/f_auto/dpr_2.0/store/software/switch/70010000009230/3c4fdfffeae5451dbbce8c116882da2bae7acf50d1ff57824fb19d30f7357688",data/media_images/go_vacation.jpg,https://www.nintendo.com/us/store/products/go-vacation-switch/,https://www.nintendo.com/kr/software/switch/detail/af2gb/,https://www.nintendo.com/hk/switch/go_vacation/,Official Nintendo HK software listing image cached locally as 1200x675; HK detail page is used when no other regional page is verified.
Good Job!,"https://assets.nintendo.com/image/upload/c_fill,w_1200/q_auto:best/f_auto/dpr_2.0/store/software/switch/70010000029721/9164bffd7430328a007d9fa1db59b331bcaea8a8c9b6fcc176f089a909a9da21",data/media_images/good_job.jpg,https://www.nintendo.com/us/store/products/good-job-switch/,https://www.nintendo.com/kr/software/switch/detail/av99a/,https://ec.nintendo.com/HK/zh/titles/70010000029724,Official Nintendo HK software listing image cached locally as 1200x675; HK detail page is used when no other regional page is verified.
Hades,"https://assets.nintendo.com/image/upload/c_fill,w_1200/q_auto:best/f_auto/dpr_2.0/store/software/switch/70010000033131/dbc8c55a21688b446a5c57711b726956483a14ef8c5ddb861f897c0595ccb6b5",data/media_images/hades.jpg,https://www.nintendo.com/us/store/products/hades-switch/,https://store.nintendo.co.kr/70010000033128,,Official Nintendo og:image cached locally as 1200x675 | Regional links use verified official game/detail cards where available; no search-result fallback. | Exact regional game detail pages only; no search-result fallback.
Hollow Knight,"https://assets.nintendo.com/image/upload/c_fill,w_1200/q_auto:best/f_auto/dpr_2.0/store/software/switch/70010000003208/4643fb058642335c523910f3a7910575f56372f612f7c0c9a497aaae978d3e51",data/media_images/hollow_knight.jpg,https://www.nintendo.com/us/store/products/hollow-knight-switch/,https://store.nintendo.co.kr/70010000065700,,Official Nintendo og:image cached locally as 1200x675 | Regional links use verified official game/detail cards where available; no search-result fallback. | Exact regional game detail pages only; no search-result fallback.
Hyrule Warriors: Age of Calamity,"https://assets.nintendo.com/image/upload/c_fill,w_1200/q_auto:best/f_auto/dpr_2.0/store/software/switch/70010000034760/1123ea0e4079a8aaa32187dcaa94b8ef407e028f9b6b8d5ff944bd750f1ce347",data/media_images/hyrule_warriors_age_of_calamity.jpg,https://www.nintendo.com/us/store/products/hyrule-warriors-age-of-calamity-switch/,https://www.nintendo.com/kr/switch/axeab/,https://www.nintendo.com/hk/switch/zelda-yakusai/,Official Nintendo HK software listing image cached locally as 1200x675; HK detail page is used when no other regional page is verified.
Hyrule Warriors: Definitive Edition,"https://assets.nintendo.com/image/upload/c_fill,w_1200/q_auto:best/f_auto/dpr_2.0/store/software/switch/70010000006023/4b035b357b10e59dce73609dd071e61d131d90b2e477c29088f26fbe50b44d1b",data/media_images/hyrule_warriors_definitive_edition.jpg,https://www.nintendo.com/us/store/products/hyrule-warriors-definitive-edition-switch/,https://www.nintendo.com/kr/software/switch/akuta/,https://www.nintendo.com/hk/switch/zelda_hw/,Official Nintendo og:image cached locally as 1200x675 | Regional links use verified official game/detail cards where available; no search-result fallback. | Exact regional game detail pages only; no search-result fallback.
Jump Rope Challenge,"https://assets.nintendo.com/image/upload/c_fill,w_1200/q_auto:best/f_auto/dpr_2.0/store/software/switch/70010000032653/e4fa2626512b52774b9cfc912dad6d40dbe7a168c5a83df1d2a675383065d2b3",data/media_images/jump_rope_challenge.jpg,https://www.nintendo.com/us/store/products/jump-rope-challenge-switch/,https://www.nintendo.com/kr/switch/ayv2a/,https://ec.nintendo.com/HK/zh/titles/70010000032656,Official Nintendo HK software listing image cached locally as 1200x675; HK detail page is used when no other regional page is verified.
Kirby and the Forgotten Land,"https://assets.nintendo.com/image/upload/c_fill,w_1200/q_auto:best/f_auto/dpr_2.0/store/software/switch/70010000046405/d1cf83dea46094b85247f40ca30ea4557730a319be0bfe544a4fa929144cf6c2",data/media_images/kirby_and_the_forgotten_land.jpg,https://www.nintendo.com/us/store/products/kirby-and-the-forgotten-land-switch/,https://www.nintendo.com/kr/software/switch/arzga/,https://www.nintendo.com/hk/switch/arzga/,Official Nintendo HK software listing image cached locally as 1200x675; HK detail page is used when no other regional page is verified.
Kirby and the Forgotten Land + Star-Crossed World,"https://assets.nintendo.com/image/upload/c_fill,w_1200/q_auto:best/f_auto/dpr_2.0/store/software/switch2/70010000096829/0a06bf277f1eb585fcbb7ddeb4f70014fd1c860d326eb33c8accf4d4827ade72",data/media_images/kirby_and_the_forgotten_land_star_crossed_world.jpg,https://www.nintendo.com/us/store/products/kirby-and-the-forgotten-land-nintendo-switch-2-edition-plus-star-crossed-world-switch-2/,https://www.nintendo.com/kr/games/switch2/arzga/,https://www.nintendo.com/hk/games/switch2/arzga/index.html,Official Nintendo HK software listing image cached locally as 1200x675; HK detail page is used when no other regional page is verified.
Kirby Fighters 2,"https://assets.nintendo.com/image/upload/c_fill,w_1200/q_auto:best/f_auto/dpr_2.0/store/software/switch/70010000034635/ee0c49585083fda8cb072cf8bf9cb51ee46a0b19dadad02882bd8b4dc4ab8266",data/media_images/kirby_fighters_2.jpg,https://www.nintendo.com/us/store/products/kirby-fighters-2-switch/,https://www.nintendo.com/kr/software/switch/awmfa/,,Official Nintendo og:image cached locally as 1200x675 | Regional links use verified official game/detail cards where available; no search-result fallback. | Exact regional game detail pages only; no search-result fallback.
Kirby Star Allies,"https://assets.nintendo.com/image/upload/c_fill,w_1200/q_auto:best/f_auto/dpr_2.0/store/software/switch/70010000002365/56eb33b93862176250495b53d3ad8fee4f84a73a5d99da99585260b403a6ec69",data/media_images/kirby_star_allies.jpg,https://www.nintendo.com/us/store/products/kirby-star-allies-switch/,https://www.nintendo.com/kr/software/switch/ah26a/,https://www.nintendo.com/hk/switch/kirby_star_allies/,Official Nintendo HK software listing image cached locally as 1200x675; HK detail page is used when no other regional page is verified.
Little Town Hero,"https://assets.nintendo.com/image/upload/c_fill,w_1200/q_auto:best/f_auto/dpr_2.0/store/software/switch/70010000022253/0f63cf274f70800a49556ec4211b36116c85ea2f3553267b797620935f389132",data/media_images/little_town_hero.jpg,https://www.nintendo.com/us/store/products/little-town-hero-switch/,,,Official Nintendo og:image cached locally as 1200x675 | Regional links use verified official game/detail cards where available; no search-result fallback. | Exact regional game detail pages only; no search-result fallback.
Luigi's Mansion 3,"https://assets.nintendo.com/image/upload/c_fill,w_1200/q_auto:best/f_auto/dpr_2.0/ncom/en_US/products/games/switch/luigi-s-mansion-3/109482-switch-luigis-mansion-3-us-1200x675",data/media_images/luigi_s_mansion_3.jpg,https://www.nintendo.com/us/store/products/luigi-s-mansion-3-us-109482/,https://www.nintendo.com/kr/software/switch/ag3ja/,https://www.nintendo.com/hk/switch/luigis_mansion_3/,Official Nintendo HK software listing image cached locally as 1200x675; HK detail page is used when no other regional page is verified.
Mario Kart 8 Deluxe,"https://assets.nintendo.com/image/upload/c_fill,w_1200/q_auto:best/f_auto/dpr_2.0/ncom/en_US/products/games/switch/mario-kart-8-deluxe/105275-switch-mario-kart-8-deluxe-us-1200x675",data/media_images/mario_kart_8_deluxe.jpg,https://www.nintendo.com/us/store/products/mario-kart-8-deluxe-105275/,https://www.nintendo.com/kr/switch/aabpa/,https://www.nintendo.com/hk/switch/mario_kart_8_deluxe/,Official Nintendo HK software listing image cached locally as 1200x675; HK detail page is used when no other regional page is verified.
Mario Kart Live: Home Circuit,"https://assets.nintendo.com/image/upload/c_fill,w_1200/q_auto:best/f_auto/dpr_2.0/store/software/switch/70010000012352/04a99fcf7010676408152bb5c485178d31ab797d757b714ab0aaa318963ccda2",data/media_images/mario_kart_live_home_circuit.jpg,https://www.nintendo.com/us/store/products/mario-kart-live-home-circuit-switch/,https://www.nintendo.com/kr/software/switch/rmaaa/,https://www.nintendo.com/hk/switch/rmaaa/,Official Nintendo HK software listing image cached locally as 1200x675; HK detail page is used when no other regional page is verified.
Mario Kart World,https://images.ctfassets.net/o5v89n4kg6h4/7001000009680838a0fa12894011f0a6be5dd7946b86e3/29a1b9dc0fd68a22a76580868b6561b1/701576595770f5bf0f2d56a335faa1d9545e499243cb96c4e4a127bb65b7bb9c.jpg,data/media_images/mario_kart_world.jpg,https://www.nintendo.com/us/store/products/mario-kart-world-switch-2/,https://www.nintendo.com/kr/games/switch2/aaaaa/,https://www.nintendo.com/hk/games/switch2/aaaaa/,Official Nintendo HK software listing image cached locally as 1200x675; HK detail page is used when no other regional page is verified.
Mario Strikers: Battle League,"https://assets.nintendo.com/image/upload/c_fill,w_1200/q_auto:best/f_auto/dpr_2.0/store/software/switch/70010000049936/c280b6843af262757f041d2aa3543992ec076b97545abea4dbadda797d9056fc",data/media_images/mario_strikers_battle_league.jpg,https://www.nintendo.com/us/store/products/mario-strikers-battle-league-switch/,https://www.nintendo.com/kr/software/switch/awn6a/index.html,https://www.nintendo.com/hk/switch/awn6a/,Official Nintendo HK software listing image cached locally as 1200x675; HK detail page is used when no other regional page is verified.
Mario Tennis Aces,"https://assets.nintendo.com/image/upload/c_fill,w_1200/q_auto:best/f_auto/dpr_2.0/store/software/switch/70010000003889/7d4bb0a9ace1fb56a41aae8ef0d4ee806419e6187afdb4697a598458f02cd8e7",data/media_images/mario_tennis_aces.jpg,https://www.nintendo.com/us/store/products/mario-tennis-aces-switch/,https://www.nintendo.com/kr/software/switch/alera/,,Official Nintendo og:image cached locally as 1200x675 | Regional links use verified official game/detail cards where available; no search-result fallback. | Exact regional game detail pages only; no search-result fallback.
Mario vs. Donkey Kong,"https://assets.nintendo.com/image/upload/c_fill,w_1200/q_auto:best/f_auto/dpr_2.0/store/software/switch/70010000072191/2fda60f3007987817be456876e7755f5120522a75e477961fbb622fd32f9e588",data/media_images/mario_vs_donkey_kong.jpg,https://www.nintendo.com/us/store/products/mario-vs-donkey-kong-switch/,https://www.nintendo.com/kr/switch/a97pa/,https://www.nintendo.com.hk/switch/a97pa/,Official Nintendo HK software listing image cached locally as 1200x675; HK detail page is used when no other regional page is verified.
Marvel Ultimate Alliance 3: The Black Order,"https://assets.nintendo.com/image/upload/c_fill,w_1200/q_auto:best/f_auto/dpr_2.0/store/software/switch/70010000010079/a746d6ebc71bd10eb74ded9afb4ac96b8a795268e9ad47bda982c82190404b0a",data/media_images/marvel_ultimate_alliance_3_the_black_order.jpg,https://www.nintendo.com/us/store/products/marvel-ultimate-alliance-3-the-black-order-switch/,https://www.nintendo.com/kr/software/switch/apy2a/,https://www.nintendo.com/hk/switch/mua3/,Official Nintendo HK software listing image cached locally as 1200x675; HK detail page is used when no other regional page is verified.
